Customer_ID,Customer_Name,Gender,Age,Country,Industry,Company_Size,Subscription_Plan,Billing_Cycle,Monthly_Fee,Customer_Tenure_Months,Auto_Renew,Avg_Login_Days_Per_Month,Avg_Session_Duration_Min,Features_Used,Storage_Usage_GB,API_Usage,Mobile_App_Usage,Support_Tickets,Avg_Response_Time_Hours,Training_Webinars_Attended,Last_Month_Login_Count,NPS_Score,Satisfaction_Rating,Total_Revenue,Discount_Percentage,Payment_Method,Late_Payments,Churn,Churn_Reason,Legacy_System_ID
CUST105618,Noah Jackson,Female,29,usa,Retail,Medium,Basic,Annual,35.87,66,No,0,87,14,335.75,High,No,14,12.2,6,28,44,3,2367.47,21,credit card,3,No,,
CUST105619,Ava Williams,Female,55,India,Retail,Medium,Basic,Annual,32.21,59,No,10,73,8,295.63,Low,No,11,47.2,8,20,49,1,1900.1,3,PayPal,2,No,,
CUST105620,Margaret Wilson,Male,45,France,IT,Small,Standard,Monthly,52.59,39,No,1,97,15,284.59,High,No,10,3.9,10,12,22,4,2050.88,17,Bank Transfer,0,No,,
CUST105621,Barbara Martinez,Male,49,Germany,Finance,Small,Standard,Monthly,97.3,42,Yes,23,73,13,472.99,High,No,8,9.7,8,7,88,1,4086.7,17,PayPal,5,No,,
CUST105622,NANCY MARTIN,Male,56,United Kingdom,Education,Medium,Basic,Monthly,35.95,65,Yes,18,39,6,434.58,Low,Yes,6,19.7,3,25,4,2,2336.73,15,Credit Card,7,No,,
CUST105623,Michael Jackson,Male,33,India,Healthcare,Medium,Basic,Quarterly,20,27,Yes,5,80,2,462.3,Low,No,3,23.3,4,12,-26,4,540,25,PayPal,3,No,,
CUST105624,EMMA SMITH,Male,31,India,Education,Small,Standard,Monthly,35.19,1,Yes,1,113,10,355.12,High,No,9,14.8,7,8,-89,5,35.19,26,,7,Yes,Performance Issues,
CUST105625,Marie Jackson,Female,65,Singapore,Manufacturing,Small,Standard,Annual,52.54,50,Yes,0,47,14,306.96,Low,No,12,27.2,10,4,48,5,2627.03,19,PayPal,7,No,,
CUST105626,susan thompson,Male,25,usa,Finance,Small,Standard,Quarterly,72.36,62,No,19,65,12,114.81,Medium,Yes,13,31.7,7,7,24,1,4486.41,24,credit card,2,No,,
CUST105627,Anthony White,Male,49,Singapore,Information Technology,Enterprise,Standard,Monthly,66.8,58,No,20,34,2,450.65,Low,Yes,4,13.1,3,3,27,1,3874.13,0,Credit Card,8,No,,
CUST105628,Patricia Johnson,Male,37,France,Information Technology,Medium,Premium,Monthly,172.45,10,No,10,85,3,217.49,Low,No,5,8.9,2,11,-13,3,1724.46,21,Credit Card,3,No,,
CUST105629,Margaret Martinez,Male,26,United Kingdom,Information Technology,Medium,Basic,Monthly,20,54,Yes,27,112,2,129.03,High,Yes,1,41.4,4,21,-19,3,1080,1,credit card,6,No,,
CUST105630,Elizabeth Gonzalez,Male,63,India,Retail,Small,Standard,Monthly,74.61,43,No,15,97,8,253.82,Medium,Yes,5,5.5,0,3,-100,1,3208.11,27,Credit Card,3,Yes,Low Usage,
CUST105631,Chen Garcia,Female,58,United States,IT,Medium,Premium,Annual,165.71,5,Yes,19,34,2,292.21,High,No,6,40.8,10,0,24,1,828.55,16,Credit Card,2,No,,
CUST105632,noah gonzalez,Female,30,usa,Manufacturing,Enterprise,Standard,Quarterly,50.25,48,Yes,28,5,14,227.29,Low,Yes,7,43.9,6,21,-96,3,2412.11,28,Bank Transfer,3,No,,
CUST105633,michael williams,Male,54,Germany,Retail,Enterprise,Basic,Monthly,34.17,35,No,3,68,4,118.45,Low,Yes,7,2.3,7,10,-66,1,1195.93,0,Bank Transfer,5,Yes,Competitor,
CUST105634,Pierre Brown,Male,55,United states,Manufacturing,Medium,Basic,Monthly,24.76,66,No,23,111,3,54.25,Medium,No,12,41.1,1,23,-78,5,1634.47,30,Credit Card,3,No,,
CUST105635,Thomas Lee,Female,43,usa,Healthcare,Enterprise,Standard,Quarterly,61.74,68,Yes,15,22,14,497.26,High,No,14,21.9,0,10,27,2,4198.48,22,CREDIT CARD,6,No,,
CUST105636,Daniel Davis,Male,63,Germany,IT,Small,Basic,Annual,20,22,Yes,11,99,9,40.98,Low,No,12,41,8,8,94,4,440,23,Credit Card,6,No,,
CUST105637,Robert Perez,Female,30,Netherlands,Information Technology,Medium,Standard,Monthly,76.82,6,Yes,20,16,8,246.89,Low,Yes,11,19.5,9,15,40,4,460.93,11,CREDIT CARD,5,No,,
CUST105638,Karen Johnson,Female,23,United States,Retail,Small,Basic,Quarterly,20,18,Yes,27,12,4,123.81,High,No,7,16.6,7,10,-60,1,360,2,Credit Card,8,No,,
CUST105639,linda taylor,Female,57,United States,Information Technology,Medium,Standard,Annual,64.29,66,Yes,29,29,4,163.18,High,Yes,9,18.1,0,17,-58,5,4243.23,25,PayPal,3,No,,
CUST105640,Michael Lopez,Male,36,USA,Education,Medium,Standard,Quarterly,91.02,64,Yes,14,10,10,23.93,High,Yes,1,28.4,4,4,-36,1,5825.16,12,Credit Card,0,No,,
CUST105641,Robert White,Female,25,United States,IT,Small,Standard,Quarterly,69.53,2,Yes,16,45,7,261.39,High,No,14,39.5,6,29,-77,4,139.06,6,,6,No,,
CUST105642,Margaret White,Female,64,Singapore,Healthcare,Enterprise,Basic,Annual,28.65,26,Yes,11,12,6,365.23,Low,Yes,11,13.4,9,24,49,1,744.83,17,Bank Transfer,5,No,,LEG-95996
CUST105643,John Lopez,Male,39,Canada,Finance,Small,Premium,Monthly,179.27,30,Yes,29,56,1,100.29,High,Yes,14,27,7,3,75,2,5378.08,15,Credit Card,1,No,,
CUST105644,David Jackson,Male,59,India,Retail,Medium,Standard,Monthly,72.54,54,No,29,108,3,294.18,Low,Yes,12,14.9,1,28,-80,3,3917.08,15,PayPal,4,No,,LEG-37748
CUST105645,OLGA MILLER,Male,57,Canada,Education,Enterprise,Standard,Monthly,58.05,6,Yes,15,47,7,285.92,Medium,No,15,22.3,1,27,83,2,348.3,7,PayPal,1,No,,
CUST105646,Fatima Moore,Male,33,Netherlands,IT,Small,Premium,Monthly,169.01,5,No,0,75,6,211.33,High,No,0,,5,14,-66,4,845.07,2,Credit Card,2,Yes,Low Usage,
CUST105647,olga williams,Female,56,Canada,Manufacturing,Enterprise,Basic,Annual,26.05,33,Yes,11,98,7,434.79,Medium,Yes,10,18,7,5,96,1,859.75,15,Bank Transfer,2,No,,
CUST105648,ava wilson,Male,41,Singapore,Healthcare,Medium,Basic,Annual,20,4,Yes,17,8,9,371.04,Low,No,8,34,1,14,-95,3,80,20,Credit Card,0,No,,
CUST105649,Barbara Garcia,Male,48,Germany,Finance,Medium,Basic,Annual,20,8,Yes,25,31,13,487.09,Medium,No,15,31.3,4,27,58,2,160,12,PayPal,6,No,,
CUST105650,Ava Clark,Male,33,Singapore,Manufacturing,Small,Basic,Monthly,20.71,57,Yes,29,112,3,92.55,Low,Yes,4,5.6,4,21,25,2,1180.2,25,PayPal,5,No,,
CUST105651,Jennifer Wilson,Female,20,Canada,Education,Medium,Basic,Annual,39.23,63,No,2,79,3,273.14,Low,Yes,8,11.3,7,28,-95,2,2471.75,2,PayPal,7,Yes,Missing Features,
CUST105652,Chen Moore,Female,28,France,IT,Medium,Premium,Quarterly,141.62,2,Yes,28,82,4,83.11,Low,No,0,,4,16,-47,4,283.24,20,Credit Card,5,No,,
CUST105653,Linda Hernandez,Female,35,United Kingdom,Information Technology,Enterprise,Basic,Monthly,27.51,63,Yes,6,24,5,405.7,High,Yes,5,6.5,3,8,-27,4,1733.42,25,Credit Card,3,No,,
CUST105654,Joseph Rodriguez,Female,45,Germany,Manufacturing,Medium,Basic,Monthly,20,24,Yes,4,40,4,184.62,Low,No,13,41,4,29,-36,5,480,5,CREDIT CARD,1,No,,
CUST105655,Noah Miller,Male,59,Germany,Healthcare,Small,Standard,Annual,91.36,4,Yes,29,12,14,343.35,Low,No,11,37.5,6,5,57,3,365.45,24,Credit Card,1,No,,
CUST105656,WEI RAMIREZ,Female,28,Canada,Healthcare,Small,Basic,Annual,20,13,Yes,25,84,10,13.65,High,Yes,12,34.8,3,13,-41,4,260,0,PayPal,8,No,,
CUST105657,Ahmed White,Male,53,Australia,IT,Enterprise,Basic,Quarterly,20,28,Yes,28,41,1,76.71,Medium,Yes,6,6.9,4,17,9,2,560,21,PayPal,8,No,,
CUST105658,Michael Brown,Male,54,United States,Healthcare,Medium,Premium,Monthly,140.1,46,Yes,11,114,5,110.25,High,Yes,0,,9,27,61,4,6444.76,5,Bank Transfer,1,No,,
CUST105659,Ahmed Thompson,Female,57,Singapore,information technology,Medium,Premium,Annual,129.58,25,Yes,15,16,7,379.94,Low,No,0,,10,12,-67,5,3239.59,30,Bank Transfer,8,No,,
CUST105660,Chen Gonzalez,Female,57,Canada,Information Technology,Medium,Standard,Annual,77.89,23,Yes,23,13,10,59.67,Medium,Yes,2,15.5,8,9,-52,5,1791.55,15,Bank Transfer,1,No,,
CUST105661,Daniel Smith,Female,22,usa,Finance,Small,Standard,Quarterly,80.22,36,Yes,20,56,15,444.34,Medium,No,6,14,9,26,-22,2,2887.98,20,Credit Card,8,No,,
CUST105662,barbara thomas,Female,30,India,Information Technology,Enterprise,Basic,Annual,34.69,20,Yes,0,102,7,289.43,High,Yes,12,16.8,8,27,55,1,693.72,1,credit card,5,No,,
CUST105663,Jennifer Brown,Male,63,India,Healthcare,Medium,Standard,Monthly,80.32,16,Yes,25,72,2,51.7,High,Yes,7,29,6,3,31,3,1285.17,14,Bank Transfer,8,No,,
CUST105664,Mary Miller,Male,49,United States,Retail,Small,Standard,Annual,47.69,63,No,0,69,7,422.89,Low,No,6,37.1,7,18,-71,2,3004.25,7,credit card,0,Yes,Performance Issues,
CUST105665,Ava Lee,Female,30,United Kingdom,Retail,Small,Standard,Annual,73.86,30,No,3,105,10,239.16,Medium,Yes,2,13.4,5,6,51,4,2215.83,12,Bank Transfer,1,No,,
CUST105666,Emma Davis,Female,65,Germany,IT,Medium,Standard,Quarterly,90.67,2,No,6,43,11,172.15,Medium,Yes,3,21.8,8,22,-40,5,181.33,0,PayPal,6,Yes,Competitor,
CUST105667,lisa clark,Female,35,France,IT,Medium,Standard,Annual,64.9,67,No,21,9,2,293.46,High,No,9,18,4,9,64,5,4348.27,21,Credit Card,4,No,,
CUST105668,Joseph Martin,Female,33,United Kingdom,Education,Small,Standard,Monthly,86.16,15,Yes,17,77,8,17.34,Medium,Yes,12,12.9,7,14,4,4,1292.46,14,PayPal,5,No,,LEG-38462
CUST105669,Ananya Harris,Male,58,United Kingdom,Healthcare,Enterprise,Basic,Monthly,22.62,26,Yes,26,14,1,325.66,Medium,Yes,13,24.7,0,17,38,5,588.09,18,CREDIT CARD,2,No,,LEG-56604
CUST105670,Noah Jackson,Male,64,India,IT,Medium,Basic,Annual,23.14,45,Yes,29,88,2,461.41,Low,No,0,,2,17,-71,3,1041.09,14,Bank Transfer,6,No,,
CUST105671,Lisa Clark,Male,38,United States,Retail,Enterprise,Standard,Annual,51.88,24,No,3,43,14,329.35,Low,Yes,4,12.8,9,10,-50,2,1245.02,28,CREDIT CARD,2,Yes,Price,
CUST105672,Ananya Hernandez,Female,49,France,Finance,Small,Premium,Monthly,142.84,7,No,25,107,13,205.24,Low,Yes,1,4.2,8,18,-55,5,999.91,25,Credit Card,0,No,,
CUST105673,Margaret Taylor,Female,49,India,IT,Medium,Premium,Annual,169.25,17,Yes,23,10,15,9.6,Low,No,4,4.8,5,25,-71,5,2877.3,14,Credit Card,6,No,,
CUST105674,ELIZABETH THOMAS,Female,30,France,Retail,Enterprise,Standard,Monthly,60.44,53,No,5,57,3,235.07,Low,Yes,5,1.6,1,26,-53,3,3203.23,3,PayPal,1,No,,
CUST105675,Anthony Ramirez,Female,45,United Kingdom,Finance,Small,Standard,Monthly,98.43,48,Yes,0,71,10,236.29,High,Yes,9,38.8,8,18,-31,5,4724.81,1,PayPal,2,No,,
CUST105676,Lisa Jones,Female,22,usa,Finance,Medium,Standard,Monthly,67.54,59,No,5,94,9,295.25,Low,Yes,7,37.1,4,13,45,5,3984.98,18,credit card,2,No,,
CUST105677,Ava Moore,Male,59,Germany,Education,Medium,Basic,Annual,45.24,32,Yes,21,82,1,375.6,Low,No,13,16.1,10,18,67,4,1447.6,26,credit card,1,No,,
CUST105678,Barbara Thompson,Male,58,United States,Information Technology,Small,Standard,Annual,70.16,69,No,27,82,13,99.72,Low,No,8,26.8,6,13,-40,4,4840.71,29,Credit Card,0,No,,
CUST105679,Jessica Lopez,Male,27,usa,Healthcare,Medium,Standard,Monthly,35.3,24,Yes,8,86,8,388.16,Medium,No,2,12.8,3,6,94,5,847.08,0,Credit Card,7,No,,
CUST105680,hans clark,Female,47,Canada,IT,Small,Premium,Annual,139.1,60,No,22,10,5,53.47,High,No,12,2.8,5,25,-75,5,8346.26,18,Credit Card,2,No,,
CUST105681,daniel lopez,Male,24,Canada,Manufacturing,Small,Basic,Monthly,20,18,Yes,7,84,14,456.44,Low,No,4,22.5,9,0,92,2,360,25,Bank Transfer,5,No,,LEG-17516
CUST105682,PIERRE GARCIA,Female,24,United Kingdom,Finance,Medium,Basic,Annual,20,57,Yes,17,84,15,344.27,Low,Yes,14,7.9,9,9,-57,4,1140,12,Credit Card,8,No,,
CUST105683,Chen Moore,Male,49,United Kingdom,Manufacturing,Small,Basic,Annual,20,53,Yes,28,79,4,460.01,Medium,Yes,3,24.6,1,10,-23,3,1060,21,PayPal,4,No,,
CUST105684,Pierre Gonzalez,Female,56,United States,Finance,Enterprise,Basic,Annual,20,11,No,1,76,5,218.34,High,Yes,15,16.3,7,7,97,4,220,15,Credit Card,8,No,,
CUST105685,HANS SMITH,Male,58,India,Education,Small,Standard,Monthly,79.15,13,No,7,94,9,342.91,Medium,No,15,34.6,6,7,93,1,1028.92,29,Bank Transfer,0,Yes,Competitor,
CUST105686,Fatima Williams,Female,35,United Kingdom,Retail,Enterprise,Premium,Monthly,189.41,3,Yes,4,43,10,423.33,Medium,No,14,28.3,1,27,-91,5,568.22,28,Credit Card,3,Yes,Competitor,
CUST105687,Margaret Garcia,Male,62,India,Information Technology,Medium,Basic,Monthly,28.06,68,No,12,56,10,79,High,Yes,5,25.5,0,1,-80,1,1908.3,13,CREDIT CARD,7,Yes,Low Usage,
CUST105688,noah white,Female,44,India,Retail,Medium,Basic,Monthly,20,36,No,17,4,13,394.11,High,No,5,14,7,0,-26,3,720,15,Credit Card,8,No,,
CUST105689,robert clark,Female,38,India,IT,Enterprise,Basic,Monthly,20,41,No,20,63,3,424.09,Medium,Yes,7,11.6,0,4,29,1,820,29,PayPal,7,No,,
CUST105690,DAVID TAYLOR,Male,35,Singapore,IT,Enterprise,Standard,Quarterly,99.69,54,Yes,26,40,2,443.94,Medium,No,3,41.1,0,9,-79,2,5383.46,3,Credit Card,7,No,,
CUST105691,Patricia Brown,Female,53,Netherlands,Finance,Enterprise,Premium,Monthly,165.98,41,Yes,4,95,3,139.92,Low,No,4,17.5,8,21,39,5,6805.31,7,Credit Card,6,No,,
CUST105692,Elizabeth Taylor,Female,37,usa,Retail,Medium,Standard,Quarterly,63.15,6,Yes,20,96,9,16.45,Low,Yes,4,7.2,10,1,-80,5,378.89,16,Credit Card,3,No,,
CUST105693,Nancy Sanchez,Male,37,United Kingdom,IT,Medium,Standard,Monthly,74.66,41,No,25,28,14,130.99,Low,No,14,21.3,3,0,-31,3,3060.88,9,PayPal,0,No,,
CUST105694,michael thompson,Female,37,India,Retail,Small,Standard,Monthly,62.92,67,Yes,15,97,9,344.78,Low,No,10,30,5,7,9,3,4215.45,7,Bank Transfer,6,No,,
CUST105695,James Rodriguez,Female,34,India,Retail,Small,Premium,Quarterly,132.35,6,Yes,19,81,15,98.71,Medium,No,1,3.5,3,0,-29,3,794.12,21,Bank Transfer,0,No,,
CUST105696,Linda Brown,Female,38,usa,Finance,Medium,Standard,Quarterly,64.04,41,No,28,54,14,229.33,Low,No,2,15.2,9,0,99,4,2625.83,23,Bank Transfer,7,No,,
CUST105697,lisa ramirez,Female,21,Netherlands,Information Technology,Small,Standard,Monthly,82.87,65,No,28,5,3,211.11,Medium,No,6,40.5,6,12,-40,4,5386.77,10,PayPal,7,No,,LEG-28878
CUST105698,Priya Sanchez,Female,60,France,Healthcare,Medium,Premium,Monthly,155.48,18,No,1,107,2,277.35,Low,No,10,45.2,4,25,-2,4,2798.57,1,Credit Card,5,Yes,Poor Support,
CUST105699,Lisa Johnson,Male,31,France,information technology,Medium,Standard,Annual,66.74,28,Yes,18,18,2,2.7,Low,Yes,6,31.4,2,5,-88,5,1868.65,14,PayPal,8,No,,
CUST105700,SUSAN HARRIS,Male,40,usa,IT,Medium,Basic,Quarterly,34.78,58,Yes,4,96,8,337.46,Medium,Yes,3,47.3,8,14,-43,5,2016.96,18,Credit Card,5,No,,
CUST105701,Mary Williams,Male,27,Australia,Information Technology,Medium,Premium,Monthly,145.16,11,Yes,0,120,14,367.96,High,Yes,9,6.8,8,14,96,3,1596.81,23,Bank Transfer,4,No,,
CUST105702,Hans Johnson,Female,44,Canada,IT,Enterprise,Standard,Monthly,88.65,11,Yes,7,75,1,1.76,Low,Yes,12,36.1,2,12,-8,2,975.18,23,Bank Transfer,2,Yes,Missing Features,
CUST105703,Noah Thompson,Male,32,United Kingdom,Retail,Small,Premium,Monthly,134.26,35,No,5,85,4,441.89,Low,Yes,0,,0,14,0,1,4699.17,30,Credit Card,8,Yes,Low Usage,
CUST105704,Priya Taylor,Male,27,United States,Finance,Medium,Standard,Monthly,64.6,2,No,0,101,12,260.26,Medium,Yes,10,31.7,10,5,-95,1,129.2,5,Credit Card,4,Yes,Poor Support,
CUST105705,Patricia Gonzalez,Female,33,United States,Manufacturing,Medium,Premium,Annual,161.91,26,Yes,15,8,13,419.76,High,No,11,39.2,6,7,-60,5,4209.66,17,Credit Card,3,No,,
CUST105706,Olga Ramirez,Male,61,France,Retail,Small,Standard,Annual,80.79,21,Yes,13,77,14,318.81,Medium,Yes,2,32.8,1,27,40,2,1696.54,22,credit card,8,No,,
CUST105707,Sarah Sanchez,Male,59,Australia,Manufacturing,Medium,Standard,Monthly,59.89,47,No,14,32,5,377.54,Medium,Yes,8,30.1,2,23,83,3,2814.77,15,Credit Card,5,No,,
CUST105708,Ahmed Johnson,Female,56,Germany,Retail,Small,Standard,Quarterly,56.88,46,No,12,68,1,276.38,Low,Yes,2,35.9,4,5,-49,2,2616.56,23,PayPal,6,No,,
CUST105709,Anthony Jackson,Female,29,usa,IT,Medium,Premium,Monthly,157.69,1,No,18,20,15,367.89,Low,Yes,11,21.1,2,20,6,5,157.69,19,Credit Card,6,Yes,Price,
CUST105710,Nancy White,Female,49,Singapore,IT,Enterprise,Premium,Quarterly,171.5,51,Yes,4,49,4,80.9,Low,No,7,19.7,8,7,19,2,8746.41,7,credit card,1,No,,
CUST105711,Marie Taylor,Male,57,Singapore,information technology,Small,Standard,Annual,83.53,27,No,6,48,7,47.18,High,Yes,3,6.2,2,24,66,5,2255.2,29,Credit Card,0,No,,
CUST105712,RICHARD ROBINSON,Female,49,Germany,Retail,Medium,Standard,Annual,52.27,23,No,1,35,11,428.15,Low,Yes,6,46.5,1,3,-82,3,1202.15,19,Credit Card,8,Yes,Missing Features,
CUST105713,Noah Lee,Female,59,United Kingdom,Retail,Enterprise,Premium,Monthly,139.9,41,Yes,9,88,12,337.46,Low,Yes,14,4.8,1,28,10,2,5736.03,12,Credit Card,6,No,,
CUST105714,Margaret Brown,Male,29,usa,Information Technology,Medium,Standard,Monthly,53.71,1,Yes,2,16,8,42.71,Medium,No,8,47.5,7,1,-41,3,53.71,6,PayPal,3,No,,
CUST105715,Thomas Garcia,Male,41,Germany,Retail,Small,Basic,Monthly,46.25,56,No,19,58,12,236.58,Low,Yes,6,4.2,3,28,-88,4,2589.89,0,Credit Card,4,No,,
CUST105716,Daniel Harris,Male,35,France,IT,Medium,Basic,Monthly,24.08,43,Yes,14,71,7,131.93,Medium,No,9,44.5,0,29,71,5,1035.42,11,PayPal,3,No,,
CUST105717,William Robinson,Female,53,Netherlands,Retail,Small,Standard,Monthly,65.4,2,Yes,16,116,6,248.07,High,No,7,19.2,0,22,59,2,130.8,12,,7,No,,
CUST105718,Jennifer Williams,Male,25,United states,Finance,Medium,Basic,Monthly,29.11,37,Yes,22,52,5,122.95,High,Yes,5,45.2,1,18,-89,4,1077.11,22,Bank Transfer,1,No,,
CUST105719,Noah Brown,Male,34,United Kingdom,IT,Enterprise,Standard,Annual,77.1,63,Yes,7,37,9,397.02,Low,No,7,28.6,9,4,-49,1,4857.02,15,Bank Transfer,1,No,,
CUST105720,chen thompson,Female,52,United Kingdom,Healthcare,Small,Premium,Quarterly,144.1,34,No,4,43,4,460.99,Medium,No,5,17.6,9,6,31,5,4899.46,6,Bank Transfer,2,No,,LEG-42488
CUST105721,Susan Johnson,Female,20,United Kingdom,Manufacturing,Enterprise,Standard,Monthly,74.23,37,Yes,11,72,2,379.72,Low,No,8,5.1,3,21,18,4,2746.52,20,Credit Card,0,No,,
CUST105722,Richard Williams,Male,31,Germany,Retail,Medium,Basic,Quarterly,26.51,42,No,22,33,7,54.1,High,No,15,35.4,7,22,-87,3,1113.49,23,PayPal,3,Yes,Performance Issues,
CUST105723,Priya Clark,Female,52,Australia,Finance,Small,Premium,Monthly,174.62,4,Yes,3,109,2,233.6,Medium,Yes,12,29.8,2,5,48,4,698.47,3,Credit Card,0,No,,
CUST105724,Ava Harris,Female,31,France,Healthcare,Enterprise,Standard,Quarterly,70.53,27,Yes,5,82,1,318.38,Low,Yes,5,23.2,4,15,-93,3,1904.27,12,Credit Card,4,No,,
CUST105725,Fatima Clark,Male,47,United States,Finance,Small,Basic,Monthly,31.05,17,Yes,29,41,15,375.82,Low,Yes,6,27.5,1,24,-61,3,527.89,16,Credit Card,5,No,,
CUST105726,Fatima Martin,Female,38,United Kingdom,IT,Enterprise,Standard,Monthly,60.54,66,No,17,113,2,328.82,High,No,13,11.4,0,9,56,5,3995.66,6,PayPal,1,No,,
CUST105727,Ava Martinez,Male,41,Australia,Retail,Medium,Standard,Monthly,60.74,2,Yes,26,61,5,137.37,High,No,2,30.9,6,2,63,5,121.48,6,,5,No,,
CUST105728,THOMAS RAMIREZ,Male,36,India,IT,Medium,Standard,Monthly,76.91,64,Yes,9,36,3,190.4,Medium,Yes,9,25.9,10,19,41,4,4922.4,0,PayPal,8,No,,
CUST105729,Richard Rodriguez,Male,61,France,Healthcare,Small,Standard,Monthly,56.32,39,Yes,20,62,14,43.34,Low,No,7,4.6,8,3,-31,4,2196.62,10,PayPal,1,No,,
CUST105730,Michael Rodriguez,Male,53,France,IT,Enterprise,Basic,Monthly,30,40,No,3,25,13,182.68,Medium,No,8,40,10,14,-44,4,1200.03,13,PayPal,7,Yes,Performance Issues,
CUST105731,Lisa Clark,Male,53,Australia,Education,Medium,Standard,Annual,66.4,19,Yes,28,18,5,404.8,Low,Yes,15,27.2,6,29,-44,4,1261.62,26,PayPal,4,No,,
CUST105732,Jennifer Lee,Female,56,United States,IT,Medium,Standard,Monthly,79.21,23,No,23,56,13,132,Low,Yes,8,43.5,3,6,-98,3,1821.8,19,PayPal,8,Yes,Poor Support,
CUST105733,Fatima Clark,Male,39,India,Finance,Medium,Basic,Monthly,20,1,Yes,30,66,1,255.48,High,No,3,26.1,7,26,-56,5,20,25,,3,No,,
CUST105734,Fatima Jones,Male,24,Netherlands,Finance,Medium,Premium,Quarterly,171.66,15,Yes,15,50,4,147.64,High,Yes,2,44.9,8,1,45,5,2574.88,12,Credit Card,7,No,,
CUST105735,Karen Lewis,Female,22,United Kingdom,Education,Medium,Basic,Monthly,20,8,Yes,2,115,1,222.42,Medium,Yes,6,32.6,7,8,77,3,160,0,Credit Card,7,No,,
CUST105736,Liam Jackson,Female,42,usa,Manufacturing,Medium,Basic,Monthly,51.88,39,No,14,91,4,306.96,High,Yes,8,11,2,4,72,2,2023.51,17,Bank Transfer,5,No,,
CUST105737,Noah Lee,Male,60,United States,information technology,Small,Basic,Quarterly,26.15,52,Yes,10,92,15,4.42,Low,No,14,40.4,4,15,40,1,1359.8,15,PayPal,6,No,,
CUST105738,John Ramirez,Male,42,Germany,Information Technology,Small,Basic,Annual,32.71,53,No,14,7,1,269.96,Medium,Yes,14,8.6,8,27,65,3,1733.72,1,PayPal,2,No,,
CUST105739,michael lopez,Male,65,Australia,Retail,Medium,Basic,Monthly,24.33,4,No,24,41,4,356.65,Low,No,13,19.8,7,3,64,5,97.34,10,Bank Transfer,2,Yes,Poor Support,
CUST105740,Elizabeth Perez,Female,44,United States,Information Technology,Small,Standard,Quarterly,71.21,37,Yes,7,65,4,176.25,Low,Yes,9,40.2,2,30,78,3,2634.85,3,Bank Transfer,4,No,,
CUST105741,Mary Martin,Female,49,United States,Information Technology,Enterprise,Premium,Annual,135.7,55,No,15,6,10,103.69,High,No,15,18.1,4,25,-85,2,7463.75,5,PayPal,3,Yes,Poor Support,
CUST105742,pierre white,Male,23,Germany,IT,Medium,Basic,Monthly,34.35,68,No,11,112,9,499.64,Medium,Yes,9,1.6,2,27,-72,5,2335.71,1,Credit Card,2,No,,
CUST105743,Richard Clark,Male,55,Canada,IT,Small,Basic,Monthly,31.68,58,Yes,22,48,5,221.89,Medium,No,10,5.9,6,9,14,5,1837.16,6,Credit Card,2,No,,
CUST105744,JOSEPH LEE,Female,60,USA,Healthcare,Medium,Basic,Annual,31.37,22,Yes,18,118,9,256.06,High,No,2,10.7,9,16,-73,2,690.23,21,Credit Card,2,No,,
CUST105745,daniel williams,Female,43,Germany,Finance,Medium,Basic,Quarterly,47.45,9,Yes,21,84,4,117.76,Medium,Yes,4,3.7,0,1,88,1,427.07,8,PayPal,0,No,,
CUST105746,James Garcia,Male,61,USA,Finance,Medium,Basic,Monthly,20,15,Yes,0,46,15,406.83,Low,No,12,23.6,7,12,-85,5,300,9,Credit Card,0,Yes,Competitor,
CUST105747,Emma Lewis,Male,30,USA,Finance,Enterprise,Basic,Annual,26.23,52,Yes,28,117,1,396.15,Low,No,10,19.4,6,15,-32,2,1363.95,22,Bank Transfer,0,No,,
CUST105748,THOMAS ROBINSON,Male,42,United states,IT,Medium,Basic,Monthly,20,46,No,30,2,13,77.08,Low,Yes,0,,1,27,19,5,920,1,PayPal,5,No,,
CUST105749,mary robinson,Female,61,United Kingdom,Education,Medium,Basic,Quarterly,42.52,67,Yes,10,49,12,267.15,Low,Yes,14,28,0,19,42,2,2849.12,6,PayPal,8,No,,
CUST105750,Elizabeth Johnson,Female,47,usa,Healthcare,Medium,Premium,Monthly,160.98,25,No,2,88,7,383.06,Low,Yes,12,23.7,4,19,-84,3,4024.53,17,PayPal,4,Yes,Low Usage,
CUST105751,Fatima Lopez,Male,51,United states,Education,Medium,Basic,Monthly,21.46,69,Yes,2,11,3,180.55,Medium,No,1,38.9,8,27,80,2,1480.91,6,Credit Card,3,No,,
CUST105752,Barbara Thompson,Female,38,United States,Manufacturing,Small,Standard,Monthly,83.33,31,Yes,29,31,10,78.2,Medium,Yes,1,14,5,10,15,5,2583.3,0,Credit Card,2,No,,
CUST105753,susan thompson,Male,45,India,Healthcare,Small,Basic,Monthly,32.5,41,Yes,26,49,2,296.89,High,Yes,1,19.1,0,7,-5,2,1332.54,12,PayPal,3,No,,
CUST105754,LINDA WILLIAMS,Female,37,India,Manufacturing,Medium,Standard,Monthly,47.73,59,No,30,77,2,364.08,Low,Yes,10,16.3,3,13,75,4,2815.8,0,PayPal,8,No,,
CUST105755,richard jackson,Female,51,United states,IT,Medium,Basic,Monthly,34.85,1,Yes,18,18,4,211.65,High,Yes,12,8.4,3,1,65,3,34.85,21,,3,No,,
