customer_id,customer_name,gender,age,country,industry,company_size,subscription_plan,billing_cycle,monthly_fee,customer_tenure_months,auto_renew,avg_login_days_per_month,avg_session_duration_min,features_used,storage_usage_gb,api_usage,mobile_app_usage,support_tickets,avg_response_time_hours,training_webinars_attended,last_month_login_count,nps_score,satisfaction_rating,total_revenue,discount_percentage,payment_method,late_payments,churn,churn_reason,customer_lifecycle,customer_engagement,support_experience,age_group,revenue_segment,retention_priority
CUST105660,Chen Gonzalez,Female,57,Canada,IT,Medium,Standard,Annual,77.89,23,Yes,23,13,10,59.67,Medium,Yes,2,15.5,8,9,-52,5,1791.47,15,Bank Transfer,1,No,,Developing Customer,Occasional User,Occasional Assistance,57+,Business Account,Monitor Engagement
CUST105661,Daniel Smith,Female,22,United States,Finance,Small,Standard,Quarterly,80.22,36,Yes,20,56,15,444.34,Medium,No,6,14,9,26,-22,2,2887.92,20,Credit Card,8,No,,Established Customer,Daily User,Frequent Assistance,18-26,Business Account,Monitor Engagement
CUST105662,Barbara Thomas,Female,30,India,IT,Enterprise,Basic,Annual,34.69,20,Yes,0,102,7,289.43,High,Yes,12,16.8,8,27,55,1,693.8,1,Credit Card,5,No,,Developing Customer,Daily User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST105663,Jennifer Brown,Male,63,India,Healthcare,Medium,Standard,Monthly,80.32,16,Yes,25,72,2,51.7,High,Yes,7,29,6,3,31,3,1285.12,14,Bank Transfer,8,No,,Developing Customer,Rare Visitor,Frequent Assistance,57+,Growth Account,Monitor Engagement
CUST105664,Mary Miller,Male,49,United States,Retail,Small,Standard,Annual,47.69,63,No,0,69,7,422.89,Low,No,6,37.1,7,18,-71,2,3004.47,7,Credit Card,0,Yes,Performance Issues,Loyal Customer,Consistent User,Frequent Assistance,47-56,Business Account,Monitor Engagement
CUST105665,Ava Lee,Female,30,United Kingdom,Retail,Small,Standard,Annual,73.86,30,No,3,105,10,239.16,Medium,Yes,2,13.4,5,6,51,4,2215.8,12,Bank Transfer,1,No,,Established Customer,Rare Visitor,Occasional Assistance,27-36,Business Account,Monitor Engagement
CUST105666,Emma Davis,Female,65,Germany,IT,Medium,Standard,Quarterly,90.67,2,No,6,43,11,172.15,Medium,Yes,3,21.8,8,22,-40,5,181.34,0,Paypal,6,Yes,Competitor,New Customer,Consistent User,Occasional Assistance,57+,Starter Account,Monitor Engagement
CUST105667,Lisa Clark,Female,35,France,IT,Medium,Standard,Annual,64.9,67,No,21,9,2,293.46,High,No,9,18,4,9,64,5,4348.3,21,Credit Card,4,No,,Loyal Customer,Occasional User,Frequent Assistance,27-36,Enterprise Account,Monitor Engagement
CUST105668,Joseph Martin,Female,33,United Kingdom,Education,Small,Standard,Monthly,86.16,15,Yes,17,77,8,17.34,Medium,Yes,12,12.9,7,14,4,4,1292.4,14,Paypal,5,No,,Developing Customer,Occasional User,Ongoing Support,27-36,Growth Account,Monitor Engagement
CUST105669,Ananya Harris,Male,58,United Kingdom,Healthcare,Enterprise,Basic,Monthly,22.62,26,Yes,26,14,1,325.66,Medium,Yes,13,24.7,0,17,38,5,588.12,18,Credit Card,2,No,,Established Customer,Consistent User,Ongoing Support,57+,Starter Account,Monitor Engagement
CUST105670,Noah Jackson,Male,64,India,IT,Medium,Basic,Annual,23.14,45,Yes,29,88,2,461.41,Low,No,0,,2,17,-71,3,1041.3,14,Bank Transfer,6,No,,Established Customer,Consistent User,No Support Needed,57+,Growth Account,Monitor Engagement
CUST105671,Lisa Clark,Male,38,United States,Retail,Enterprise,Standard,Annual,51.88,24,No,3,43,14,329.35,Low,Yes,4,12.8,9,10,-50,2,1245.12,28,Credit Card,2,Yes,Price,Established Customer,Occasional User,Occasional Assistance,37-46,Growth Account,Monitor Engagement
CUST105672,Ananya Hernandez,Female,49,France,Finance,Small,Premium,Monthly,142.84,7,No,25,107,13,205.24,Low,Yes,1,4.2,8,18,-55,5,999.88,25,Credit Card,0,No,,New Customer,Consistent User,Occasional Assistance,47-56,Growth Account,Loyal Customer
CUST105673,Margaret Taylor,Female,49,India,IT,Medium,Premium,Annual,169.25,17,Yes,23,10,15,9.6,Low,No,4,4.8,5,25,-71,5,2877.25,14,Credit Card,6,No,,Developing Customer,Daily User,Occasional Assistance,47-56,Business Account,Monitor Engagement
CUST105674,Elizabeth Thomas,Female,30,France,Retail,Enterprise,Standard,Monthly,60.44,53,No,5,57,3,235.07,Low,Yes,5,1.6,1,26,-53,3,3203.32,3,Paypal,1,No,,Loyal Customer,Daily User,Occasional Assistance,27-36,Business Account,Monitor Engagement
CUST105675,Anthony Ramirez,Female,45,United Kingdom,Finance,Small,Standard,Monthly,98.43,48,Yes,0,71,10,236.29,High,Yes,9,38.8,8,18,-31,5,4724.64,1,Paypal,2,No,,Loyal Customer,Consistent User,Frequent Assistance,37-46,Enterprise Account,Monitor Engagement
CUST105676,Lisa Jones,Female,22,United States,Finance,Medium,Standard,Monthly,67.54,59,No,5,94,9,295.25,Low,Yes,7,37.1,4,13,45,5,3984.86,18,Credit Card,2,No,,Loyal Customer,Occasional User,Frequent Assistance,18-26,Enterprise Account,Monitor Engagement
CUST105677,Ava Moore,Male,59,Germany,Education,Medium,Basic,Annual,45.24,32,Yes,21,82,1,375.6,Low,No,13,16.1,10,18,67,4,1447.68,26,Credit Card,1,No,,Established Customer,Consistent User,Ongoing Support,57+,Growth Account,Monitor Engagement
CUST105678,Barbara Thompson,Male,58,United States,IT,Small,Standard,Annual,70.16,69,No,27,82,13,99.72,Low,No,8,26.8,6,13,-40,4,4841.04,29,Credit Card,0,No,,Loyal Customer,Occasional User,Frequent Assistance,57+,Enterprise Account,Monitor Engagement
CUST105679,Jessica Lopez,Male,27,United States,Healthcare,Medium,Standard,Monthly,35.3,24,Yes,8,86,8,388.16,Medium,No,2,12.8,3,6,94,5,847.2,0,Credit Card,7,No,,Established Customer,Rare Visitor,Occasional Assistance,27-36,Growth Account,Monitor Engagement
CUST105680,Hans Clark,Female,47,Canada,IT,Small,Premium,Annual,139.1,60,No,22,10,5,53.47,High,No,12,2.8,5,25,-75,5,8346,18,Credit Card,2,No,,Loyal Customer,Daily User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST105681,Daniel Lopez,Male,24,Canada,Manufacturing,Small,Basic,Monthly,20,18,Yes,7,84,14,456.44,Low,No,4,22.5,9,0,92,2,360,25,Bank Transfer,5,No,,Developing Customer,Rare Visitor,Occasional Assistance,18-26,Starter Account,Monitor Engagement
CUST105682,Pierre Garcia,Female,24,United Kingdom,Finance,Medium,Basic,Annual,20,57,Yes,17,84,15,344.27,Low,Yes,14,7.9,9,9,-57,4,1140,12,Credit Card,8,No,,Loyal Customer,Occasional User,Ongoing Support,18-26,Growth Account,Monitor Engagement
CUST105683,Chen Moore,Male,49,United Kingdom,Manufacturing,Small,Basic,Annual,20,53,Yes,28,79,4,460.01,Medium,Yes,3,24.6,1,10,-23,3,1060,21,Paypal,4,No,,Loyal Customer,Occasional User,Occasional Assistance,47-56,Growth Account,Monitor Engagement
CUST105684,Pierre Gonzalez,Female,56,United States,Finance,Enterprise,Basic,Annual,20,11,No,1,76,5,218.34,High,Yes,15,16.3,7,7,97,4,220,15,Credit Card,8,No,,New Customer,Rare Visitor,Ongoing Support,57+,Starter Account,Monitor Engagement
CUST105685,Hans Smith,Male,58,India,Education,Small,Standard,Monthly,79.15,13,No,7,94,9,342.91,Medium,No,15,34.6,6,7,93,1,1028.95,29,Bank Transfer,0,Yes,Competitor,Developing Customer,Rare Visitor,Ongoing Support,57+,Growth Account,Immediate Outreach
CUST105686,Fatima Williams,Female,35,United Kingdom,Retail,Enterprise,Premium,Monthly,189.41,3,Yes,4,43,10,423.33,Medium,No,14,28.3,1,27,-91,5,568.23,28,Credit Card,3,Yes,Competitor,New Customer,Daily User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST105687,Margaret Garcia,Male,62,India,IT,Medium,Basic,Monthly,28.06,68,No,12,56,10,79,High,Yes,5,25.5,0,1,-80,1,1908.08,13,Credit Card,7,Yes,Low Usage,Loyal Customer,Rare Visitor,Occasional Assistance,57+,Business Account,Monitor Engagement
CUST105688,Noah White,Female,44,India,Retail,Medium,Basic,Monthly,20,36,No,17,4,13,394.11,High,No,5,14,7,0,-26,3,720,15,Credit Card,8,No,,Established Customer,Rare Visitor,Occasional Assistance,37-46,Starter Account,Monitor Engagement
CUST105689,Robert Clark,Female,38,India,IT,Enterprise,Basic,Monthly,20,41,No,20,63,3,424.09,Medium,Yes,7,11.6,0,4,29,1,820,29,Paypal,7,No,,Established Customer,Rare Visitor,Frequent Assistance,37-46,Growth Account,Immediate Outreach
CUST105690,David Taylor,Male,35,Singapore,IT,Enterprise,Standard,Quarterly,99.69,54,Yes,26,40,2,443.94,Medium,No,3,41.1,0,9,-79,2,5383.26,3,Credit Card,7,No,,Loyal Customer,Occasional User,Occasional Assistance,27-36,Enterprise Account,Monitor Engagement
CUST105691,Patricia Brown,Female,53,Netherlands,Finance,Enterprise,Premium,Monthly,165.98,41,Yes,4,95,3,139.92,Low,No,4,17.5,8,21,39,5,6805.18,7,Credit Card,6,No,,Established Customer,Consistent User,Occasional Assistance,47-56,Enterprise Account,Monitor Engagement
CUST105692,Elizabeth Taylor,Female,37,United States,Retail,Medium,Standard,Quarterly,63.15,6,Yes,20,96,9,16.45,Low,Yes,4,7.2,10,1,-80,5,378.9,16,Credit Card,3,No,,New Customer,Rare Visitor,Occasional Assistance,37-46,Starter Account,Monitor Engagement
CUST105693,Nancy Sanchez,Male,37,United Kingdom,IT,Medium,Standard,Monthly,74.66,41,No,25,28,14,130.99,Low,No,14,21.3,3,0,-31,3,3061.06,9,Paypal,0,No,,Established Customer,Rare Visitor,Ongoing Support,37-46,Business Account,Monitor Engagement
CUST105694,Michael Thompson,Female,37,India,Retail,Small,Standard,Monthly,62.92,67,Yes,15,97,9,344.78,Low,No,10,30,5,7,9,3,4215.64,7,Bank Transfer,6,No,,Loyal Customer,Rare Visitor,Ongoing Support,37-46,Enterprise Account,Monitor Engagement
CUST105695,James Rodriguez,Female,34,India,Retail,Small,Premium,Quarterly,132.35,6,Yes,19,81,15,98.71,Medium,No,1,3.5,3,0,-29,3,794.1,21,Bank Transfer,0,No,,New Customer,Rare Visitor,Occasional Assistance,27-36,Starter Account,Monitor Engagement
CUST105696,Linda Brown,Female,38,United States,Finance,Medium,Standard,Quarterly,64.04,41,No,28,54,14,229.33,Low,No,2,15.2,9,0,99,4,2625.64,23,Bank Transfer,7,No,,Established Customer,Rare Visitor,Occasional Assistance,37-46,Business Account,Monitor Engagement
CUST105697,Lisa Ramirez,Female,21,Netherlands,IT,Small,Standard,Monthly,82.87,65,No,28,5,3,211.11,Medium,No,6,40.5,6,12,-40,4,5386.55,10,Paypal,7,No,,Loyal Customer,Occasional User,Frequent Assistance,18-26,Enterprise Account,Monitor Engagement
CUST105698,Priya Sanchez,Female,60,France,Healthcare,Medium,Premium,Monthly,155.48,18,No,1,107,2,277.35,Low,No,10,45.2,4,25,-2,4,2798.64,1,Credit Card,5,Yes,Poor Support,Developing Customer,Daily User,Ongoing Support,57+,Business Account,Monitor Engagement
CUST105699,Lisa Johnson,Male,31,France,IT,Medium,Standard,Annual,66.74,28,Yes,18,18,2,2.7,Low,Yes,6,31.4,2,5,-88,5,1868.72,14,Paypal,8,No,,Established Customer,Rare Visitor,Frequent Assistance,27-36,Business Account,Monitor Engagement
CUST105700,Susan Harris,Male,40,United States,IT,Medium,Basic,Quarterly,34.78,58,Yes,4,96,8,337.46,Medium,Yes,3,47.3,8,14,-43,5,2017.24,18,Credit Card,5,No,,Loyal Customer,Occasional User,Occasional Assistance,37-46,Business Account,Monitor Engagement
CUST105701,Mary Williams,Male,27,Australia,IT,Medium,Premium,Monthly,145.16,11,Yes,0,120,14,367.96,High,Yes,9,6.8,8,14,96,3,1596.76,23,Bank Transfer,4,No,,New Customer,Occasional User,Frequent Assistance,27-36,Growth Account,Monitor Engagement
CUST105702,Hans Johnson,Female,44,Canada,IT,Enterprise,Standard,Monthly,88.65,11,Yes,7,75,1,1.76,Low,Yes,12,36.1,2,12,-8,2,975.15,23,Bank Transfer,2,Yes,Missing Features,New Customer,Occasional User,Ongoing Support,37-46,Growth Account,Monitor Engagement
CUST105703,Noah Thompson,Male,32,United Kingdom,Retail,Small,Premium,Monthly,134.26,35,No,5,85,4,441.89,Low,Yes,0,,0,14,0,1,4699.1,30,Credit Card,8,Yes,Low Usage,Established Customer,Occasional User,No Support Needed,27-36,Enterprise Account,Monitor Engagement
CUST105704,Priya Taylor,Male,27,United States,Finance,Medium,Standard,Monthly,64.6,2,No,0,101,12,260.26,Medium,Yes,10,31.7,10,5,-95,1,129.2,5,Credit Card,4,Yes,Poor Support,New Customer,Rare Visitor,Ongoing Support,27-36,Starter Account,Immediate Outreach
CUST105705,Patricia Gonzalez,Female,33,United States,Manufacturing,Medium,Premium,Annual,161.91,26,Yes,15,8,13,419.76,High,No,11,39.2,6,7,-60,5,4209.66,17,Credit Card,3,No,,Established Customer,Rare Visitor,Ongoing Support,27-36,Enterprise Account,Monitor Engagement
CUST105706,Olga Ramirez,Male,61,France,Retail,Small,Standard,Annual,80.79,21,Yes,13,77,14,318.81,Medium,Yes,2,32.8,1,27,40,2,1696.59,22,Credit Card,8,No,,Developing Customer,Daily User,Occasional Assistance,57+,Business Account,Loyal Customer
CUST105707,Sarah Sanchez,Male,59,Australia,Manufacturing,Medium,Standard,Monthly,59.89,47,No,14,32,5,377.54,Medium,Yes,8,30.1,2,23,83,3,2814.83,15,Credit Card,5,No,,Established Customer,Consistent User,Frequent Assistance,57+,Business Account,Monitor Engagement
CUST105708,Ahmed Johnson,Female,56,Germany,Retail,Small,Standard,Quarterly,56.88,46,No,12,68,1,276.38,Low,Yes,2,35.9,4,5,-49,2,2616.48,23,Paypal,6,No,,Established Customer,Rare Visitor,Occasional Assistance,57+,Business Account,Monitor Engagement
CUST105709,Anthony Jackson,Female,29,United States,IT,Medium,Premium,Monthly,157.69,1,No,18,20,15,367.89,Low,Yes,11,21.1,2,20,6,5,157.69,19,Credit Card,6,Yes,Price,New Customer,Consistent User,Ongoing Support,27-36,Starter Account,Monitor Engagement
CUST105710,Nancy White,Female,49,Singapore,IT,Enterprise,Premium,Quarterly,171.5,51,Yes,4,49,4,80.9,Low,No,7,19.7,8,7,19,2,8746.5,7,Credit Card,1,No,,Loyal Customer,Rare Visitor,Frequent Assistance,47-56,Enterprise Account,Immediate Outreach
CUST105711,Marie Taylor,Male,57,Singapore,IT,Small,Standard,Annual,83.53,27,No,6,48,7,47.18,High,Yes,3,6.2,2,24,66,5,2255.31,29,Credit Card,0,No,,Established Customer,Daily User,Occasional Assistance,57+,Business Account,Monitor Engagement
CUST105712,Richard Robinson,Female,49,Germany,Retail,Medium,Standard,Annual,52.27,23,No,1,35,11,428.15,Low,Yes,6,46.5,1,3,-82,3,1202.21,19,Credit Card,8,Yes,Missing Features,Developing Customer,Rare Visitor,Frequent Assistance,47-56,Growth Account,Monitor Engagement
CUST105713,Noah Lee,Female,59,United Kingdom,Retail,Enterprise,Premium,Monthly,139.9,41,Yes,9,88,12,337.46,Low,Yes,14,4.8,1,28,10,2,5735.9,12,Credit Card,6,No,,Established Customer,Daily User,Ongoing Support,57+,Enterprise Account,Monitor Engagement
CUST105714,Margaret Brown,Male,29,United States,IT,Medium,Standard,Monthly,53.71,1,Yes,2,16,8,42.71,Medium,No,8,47.5,7,1,-41,3,53.71,6,Paypal,3,No,,New Customer,Rare Visitor,Frequent Assistance,27-36,Starter Account,Monitor Engagement
CUST105715,Thomas Garcia,Male,41,Germany,Retail,Small,Basic,Monthly,46.25,56,No,19,58,12,236.58,Low,Yes,6,4.2,3,28,-88,4,2590,0,Credit Card,4,No,,Loyal Customer,Daily User,Frequent Assistance,37-46,Business Account,Monitor Engagement
CUST105716,Daniel Harris,Male,35,France,IT,Medium,Basic,Monthly,24.08,43,Yes,14,71,7,131.93,Medium,No,9,44.5,0,29,71,5,1035.44,11,Paypal,3,No,,Established Customer,Daily User,Frequent Assistance,27-36,Growth Account,Monitor Engagement
CUST105717,William Robinson,Female,53,Netherlands,Retail,Small,Standard,Monthly,65.4,2,Yes,16,116,6,248.07,High,No,7,19.2,0,22,59,2,130.8,12,Credit Card,7,No,,New Customer,Consistent User,Frequent Assistance,47-56,Starter Account,Monitor Engagement
CUST105718,Jennifer Williams,Male,25,United states,Finance,Medium,Basic,Monthly,29.11,37,Yes,22,52,5,122.95,High,Yes,5,45.2,1,18,-89,4,1077.07,22,Bank Transfer,1,No,,Established Customer,Consistent User,Occasional Assistance,18-26,Growth Account,Monitor Engagement
CUST105719,Noah Brown,Male,34,United Kingdom,IT,Enterprise,Standard,Annual,77.1,63,Yes,7,37,9,397.02,Low,No,7,28.6,9,4,-49,1,4857.3,15,Bank Transfer,1,No,,Loyal Customer,Rare Visitor,Frequent Assistance,27-36,Enterprise Account,Immediate Outreach
CUST105720,Chen Thompson,Female,52,United Kingdom,Healthcare,Small,Premium,Quarterly,144.1,34,No,4,43,4,460.99,Medium,No,5,17.6,9,6,31,5,4899.4,6,Bank Transfer,2,No,,Established Customer,Rare Visitor,Occasional Assistance,47-56,Enterprise Account,Monitor Engagement
CUST105721,Susan Johnson,Female,20,United Kingdom,Manufacturing,Enterprise,Standard,Monthly,74.23,37,Yes,11,72,2,379.72,Low,No,8,5.1,3,21,18,4,2746.51,20,Credit Card,0,No,,Established Customer,Consistent User,Frequent Assistance,18-26,Business Account,Monitor Engagement
CUST105722,Richard Williams,Male,31,Germany,Retail,Medium,Basic,Quarterly,26.51,42,No,22,33,7,54.1,High,No,15,35.4,7,22,-87,3,1113.42,23,Paypal,3,Yes,Performance Issues,Established Customer,Consistent User,Ongoing Support,27-36,Growth Account,Monitor Engagement
CUST105723,Priya Clark,Female,52,Australia,Finance,Small,Premium,Monthly,174.62,4,Yes,3,109,2,233.6,Medium,Yes,12,29.8,2,5,48,4,698.48,3,Credit Card,0,No,,New Customer,Rare Visitor,Ongoing Support,47-56,Starter Account,Monitor Engagement
CUST105724,Ava Harris,Female,31,France,Healthcare,Enterprise,Standard,Quarterly,70.53,27,Yes,5,82,1,318.38,Low,Yes,5,23.2,4,15,-93,3,1904.31,12,Credit Card,4,No,,Established Customer,Occasional User,Occasional Assistance,27-36,Business Account,Monitor Engagement
CUST105725,Fatima Clark,Male,47,United States,Finance,Small,Basic,Monthly,31.05,17,Yes,29,41,15,375.82,Low,Yes,6,27.5,1,24,-61,3,527.85,16,Credit Card,5,No,,Developing Customer,Daily User,Frequent Assistance,47-56,Starter Account,Monitor Engagement
CUST105726,Fatima Martin,Female,38,United Kingdom,IT,Enterprise,Standard,Monthly,60.54,66,No,17,113,2,328.82,High,No,13,11.4,0,9,56,5,3995.64,6,Paypal,1,No,,Loyal Customer,Occasional User,Ongoing Support,37-46,Enterprise Account,Monitor Engagement
CUST105727,Ava Martinez,Male,41,Australia,Retail,Medium,Standard,Monthly,60.74,2,Yes,26,61,5,137.37,High,No,2,30.9,6,2,63,5,121.48,6,Credit Card,5,No,,New Customer,Rare Visitor,Occasional Assistance,37-46,Starter Account,Monitor Engagement
CUST105728,Thomas Ramirez,Male,36,India,IT,Medium,Standard,Monthly,76.91,64,Yes,9,36,3,190.4,Medium,Yes,9,25.9,10,19,41,4,4922.24,0,Paypal,8,No,,Loyal Customer,Consistent User,Frequent Assistance,37-46,Enterprise Account,Monitor Engagement
CUST105729,Richard Rodriguez,Male,61,France,Healthcare,Small,Standard,Monthly,56.32,39,Yes,20,62,14,43.34,Low,No,7,4.6,8,3,-31,4,2196.48,10,Paypal,1,No,,Established Customer,Rare Visitor,Frequent Assistance,57+,Business Account,Monitor Engagement
CUST105730,Michael Rodriguez,Male,53,France,IT,Enterprise,Basic,Monthly,30,40,No,3,25,13,182.68,Medium,No,8,40,10,14,-44,4,1200,13,Paypal,7,Yes,Performance Issues,Established Customer,Occasional User,Frequent Assistance,47-56,Growth Account,Monitor Engagement
CUST105731,Lisa Clark,Male,53,Australia,Education,Medium,Standard,Annual,66.4,19,Yes,28,18,5,404.8,Low,Yes,15,27.2,6,29,-44,4,1261.6,26,Paypal,4,No,,Developing Customer,Daily User,Ongoing Support,47-56,Growth Account,Monitor Engagement
CUST105732,Jennifer Lee,Female,56,United States,IT,Medium,Standard,Monthly,79.21,23,No,23,56,13,132,Low,Yes,8,43.5,3,6,-98,3,1821.83,19,Paypal,8,Yes,Poor Support,Developing Customer,Rare Visitor,Frequent Assistance,57+,Business Account,Monitor Engagement
CUST105733,Fatima Clark,Male,39,India,Finance,Medium,Basic,Monthly,20,1,Yes,30,66,1,255.48,High,No,3,26.1,7,26,-56,5,20,25,Credit Card,3,No,,New Customer,Daily User,Occasional Assistance,37-46,Starter Account,Monitor Engagement
CUST105734,Fatima Jones,Male,24,Netherlands,Finance,Medium,Premium,Quarterly,171.66,15,Yes,15,50,4,147.64,High,Yes,2,44.9,8,1,45,5,2574.9,12,Credit Card,7,No,,Developing Customer,Rare Visitor,Occasional Assistance,18-26,Business Account,Monitor Engagement
CUST105735,Karen Lewis,Female,22,United Kingdom,Education,Medium,Basic,Monthly,20,8,Yes,2,115,1,222.42,Medium,Yes,6,32.6,7,8,77,3,160,0,Credit Card,7,No,,New Customer,Occasional User,Frequent Assistance,18-26,Starter Account,Monitor Engagement
CUST105736,Liam Jackson,Female,42,United States,Manufacturing,Medium,Basic,Monthly,51.88,39,No,14,91,4,306.96,High,Yes,8,11,2,4,72,2,2023.32,17,Bank Transfer,5,No,,Established Customer,Rare Visitor,Frequent Assistance,37-46,Business Account,Immediate Outreach
CUST105737,Noah Lee,Male,60,United States,IT,Small,Basic,Quarterly,26.15,52,Yes,10,92,15,4.42,Low,No,14,40.4,4,15,40,1,1359.8,15,Paypal,6,No,,Loyal Customer,Occasional User,Ongoing Support,57+,Growth Account,Monitor Engagement
CUST105738,John Ramirez,Male,42,Germany,IT,Small,Basic,Annual,32.71,53,No,14,7,1,269.96,Medium,Yes,14,8.6,8,27,65,3,1733.63,1,Paypal,2,No,,Loyal Customer,Daily User,Ongoing Support,37-46,Business Account,Monitor Engagement
CUST105739,Michael Lopez,Male,65,Australia,Retail,Medium,Basic,Monthly,24.33,4,No,24,41,4,356.65,Low,No,13,19.8,7,3,64,5,97.32,10,Bank Transfer,2,Yes,Poor Support,New Customer,Rare Visitor,Ongoing Support,57+,Starter Account,Monitor Engagement
CUST105740,Elizabeth Perez,Female,44,United States,IT,Small,Standard,Quarterly,71.21,37,Yes,7,65,4,176.25,Low,Yes,9,40.2,2,30,78,3,2634.77,3,Bank Transfer,4,No,,Established Customer,Daily User,Frequent Assistance,37-46,Business Account,Monitor Engagement
CUST105741,Mary Martin,Female,49,United States,IT,Enterprise,Premium,Annual,135.7,55,No,15,6,10,103.69,High,No,15,18.1,4,25,-85,2,7463.5,5,Paypal,3,Yes,Poor Support,Loyal Customer,Daily User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST105742,Pierre White,Male,23,Germany,IT,Medium,Basic,Monthly,34.35,68,No,11,112,9,499.64,Medium,Yes,9,1.6,2,27,-72,5,2335.8,1,Credit Card,2,No,,Loyal Customer,Daily User,Frequent Assistance,18-26,Business Account,Monitor Engagement
CUST105743,Richard Clark,Male,55,Canada,IT,Small,Basic,Monthly,31.68,58,Yes,22,48,5,221.89,Medium,No,10,5.9,6,9,14,5,1837.44,6,Credit Card,2,No,,Loyal Customer,Occasional User,Ongoing Support,47-56,Business Account,Monitor Engagement
CUST105744,Joseph Lee,Female,60,United States,Healthcare,Medium,Basic,Annual,31.37,22,Yes,18,118,9,256.06,High,No,2,10.7,9,16,-73,2,690.14,21,Credit Card,2,No,,Developing Customer,Consistent User,Occasional Assistance,57+,Starter Account,Monitor Engagement
CUST105745,Daniel Williams,Female,43,Germany,Finance,Medium,Basic,Quarterly,47.45,9,Yes,21,84,4,117.76,Medium,Yes,4,3.7,0,1,88,1,427.05,8,Paypal,0,No,,New Customer,Rare Visitor,Occasional Assistance,37-46,Starter Account,Monitor Engagement
CUST105746,James Garcia,Male,61,United States,Finance,Medium,Basic,Monthly,20,15,Yes,0,46,15,406.83,Low,No,12,23.6,7,12,-85,5,300,9,Credit Card,0,Yes,Competitor,Developing Customer,Occasional User,Ongoing Support,57+,Starter Account,Monitor Engagement
CUST105747,Emma Lewis,Male,30,United States,Finance,Enterprise,Basic,Annual,26.23,52,Yes,28,117,1,396.15,Low,No,10,19.4,6,15,-32,2,1363.96,22,Bank Transfer,0,No,,Loyal Customer,Occasional User,Ongoing Support,27-36,Growth Account,Monitor Engagement
CUST105748,Thomas Robinson,Male,42,United states,IT,Medium,Basic,Monthly,20,46,No,30,2,13,77.08,Low,Yes,0,,1,27,19,5,920,1,Paypal,5,No,,Established Customer,Daily User,No Support Needed,37-46,Growth Account,Loyal Customer
CUST105749,Mary Robinson,Female,61,United Kingdom,Education,Medium,Basic,Quarterly,42.52,67,Yes,10,49,12,267.15,Low,Yes,14,28,0,19,42,2,2848.84,6,Paypal,8,No,,Loyal Customer,Consistent User,Ongoing Support,57+,Business Account,Monitor Engagement
CUST105750,Elizabeth Johnson,Female,47,United States,Healthcare,Medium,Premium,Monthly,160.98,25,No,2,88,7,383.06,Low,Yes,12,23.7,4,19,-84,3,4024.5,17,Paypal,4,Yes,Low Usage,Established Customer,Consistent User,Ongoing Support,47-56,Enterprise Account,Monitor Engagement
CUST105751,Fatima Lopez,Male,51,United states,Education,Medium,Basic,Monthly,21.46,69,Yes,2,11,3,180.55,Medium,No,1,38.9,8,27,80,2,1480.74,6,Credit Card,3,No,,Loyal Customer,Daily User,Occasional Assistance,47-56,Growth Account,Loyal Customer
CUST105752,Barbara Thompson,Female,38,United States,Manufacturing,Small,Standard,Monthly,83.33,31,Yes,29,31,10,78.2,Medium,Yes,1,14,5,10,15,5,2583.23,0,Credit Card,2,No,,Established Customer,Occasional User,Occasional Assistance,37-46,Business Account,Monitor Engagement
CUST105753,Susan Thompson,Male,45,India,Healthcare,Small,Basic,Monthly,32.5,41,Yes,26,49,2,296.89,High,Yes,1,19.1,0,7,-5,2,1332.5,12,Paypal,3,No,,Established Customer,Rare Visitor,Occasional Assistance,37-46,Growth Account,Monitor Engagement
CUST105754,Linda Williams,Female,37,India,Manufacturing,Medium,Standard,Monthly,47.73,59,No,30,77,2,364.08,Low,Yes,10,16.3,3,13,75,4,2816.07,0,Paypal,8,No,,Loyal Customer,Occasional User,Ongoing Support,37-46,Business Account,Monitor Engagement
CUST105755,Richard Jackson,Female,51,United states,IT,Medium,Basic,Monthly,34.85,1,Yes,18,18,4,211.65,High,Yes,12,8.4,3,1,65,3,34.85,21,Credit Card,3,No,,New Customer,Rare Visitor,Ongoing Support,47-56,Starter Account,Monitor Engagement
CUST105756,William Jones,Female,22,Germany,Finance,Small,Basic,Quarterly,20,18,No,30,58,15,365.01,Medium,No,3,23.1,3,18,-67,2,360,22,Credit Card,3,No,,Developing Customer,Consistent User,Occasional Assistance,18-26,Starter Account,Monitor Engagement
CUST105757,Chen Anderson,Male,43,United States,Retail,Medium,Basic,Annual,27.37,34,Yes,18,104,15,332.77,Medium,Yes,15,10.8,2,8,-10,5,930.58,15,Credit Card,7,No,,Established Customer,Occasional User,Ongoing Support,37-46,Growth Account,Monitor Engagement
CUST105758,Sarah Davis,Male,62,France,IT,Small,Standard,Annual,84.11,42,No,28,75,14,113.18,Medium,Yes,13,20,1,23,-45,2,3532.62,0,Paypal,2,No,,Established Customer,Consistent User,Ongoing Support,57+,Enterprise Account,Monitor Engagement
